name,time,bytes,frame
AK12_D1_C_2147482109,0.06,10,5838
AK12_D1_C_2147482109,0.068,10,6019
AK12_D1_C_2147482109,0.076,125,6114
AK12_D1_C_2147482109,0.062,10,6115
AK12_D1_C_2147482109,0.059,10,6116
AK12_D1_C_2147482109,0.061,10,6117
AK12_D1_C_2147482109,0.061,10,6118
AK12_D1_C_2147482109,0.058,10,6119
AK12_D1_C_2147482109,0.058,10,6120
AK12_D1_C_2147482109,0.076,81,6121
AK12_D1_C_2147482109,0.059,10,6122
AK12_D1_C_2147482109,0.059,10,6123
AK12_D1_C_2147482109,0.075,10,6124
